EmptyCol,DateTime,Main_Owner,2nd_Owner,Load(KG),Bin_ID,Full(Y/N)
1541,2024-09-27 14:55:08.519245,user1,user2,65.0,bin2,Y
1542,2024-09-27 14:55:08.588337,user1,user2,65.0,bin2,Y
1543,2024-09-27 14:55:08.673344,user1,user2,69.0,bin2,Y
1544,2024-09-27 14:55:08.751538,user1,user2,2.0,bin2,N
1545,2024-09-27 14:55:08.831538,user1,user2,21.0,bin2,N
1546,2024-09-27 14:55:08.909687,user1,user2,14.0,bin2,N
1547,2024-09-27 14:55:08.979788,user1,user2,94.0,bin2,Y
1548,2024-09-27 14:55:09.058091,user1,user2,5.0,bin2,N
1549,2024-09-27 14:55:09.141106,user1,user2,54.0,bin2,N
1550,2024-09-27 14:55:09.223500,user1,user2,56.0,bin2,N
1551,2024-09-27 14:55:09.301500,user1,user2,54.0,bin2,N
1552,2024-09-27 14:55:09.371502,user1,user2,68.0,bin2,Y
1553,2024-09-27 14:55:09.436622,user1,user2,95.0,bin2,Y
1554,2024-09-27 14:55:09.516614,user1,user2,63.0,bin2,Y
1555,2024-09-27 14:55:09.699850,user1,user2,79.0,bin2,Y
1556,2024-09-27 14:55:09.798245,user1,user2,67.0,bin2,Y
1557,2024-09-27 14:55:09.916405,user1,user2,16.0,bin2,N
1558,2024-09-27 14:55:10.003411,user1,user2,83.0,bin2,Y
1559,2024-09-27 14:55:10.091674,user1,user2,63.0,bin2,Y
1560,2024-09-27 14:55:10.190682,user1,user2,23.0,bin2,N
1561,2024-09-27 14:55:10.282751,user1,user2,60.0,bin2,N
1562,2024-09-27 14:55:10.376751,user1,user2,76.0,bin2,Y
1563,2024-09-27 14:55:10.468904,user1,user2,44.0,bin2,N
1564,2024-09-27 14:55:10.558374,user1,user2,16.0,bin2,N
1565,2024-09-27 14:55:10.645367,user1,user2,56.0,bin2,N
1566,2024-09-27 14:55:10.729394,user1,user2,22.0,bin2,N
1567,2024-09-27 14:55:10.806366,user1,user2,84.0,bin2,Y
1568,2024-09-27 14:55:10.903715,user1,user2,52.0,bin2,N
1569,2024-09-27 14:55:11.019697,user1,user2,14.0,bin2,N
1570,2024-09-27 14:55:11.097700,user1,user2,1.0,bin2,N
1571,2024-09-27 14:55:11.173696,user1,user2,56.0,bin2,N
1572,2024-09-27 14:55:11.239696,user1,user2,19.0,bin2,N
1573,2024-09-27 14:55:11.316696,user1,user2,8.0,bin2,N
1574,2024-09-27 14:55:11.388697,user1,user2,53.0,bin2,N
1575,2024-09-27 14:55:11.475704,user1,user2,31.0,bin2,N
1576,2024-09-27 14:55:11.561714,user1,user2,6.0,bin2,N
1577,2024-09-27 14:55:11.656710,user1,user2,28.0,bin2,N
1578,2024-09-27 14:55:11.737708,user1,user2,92.0,bin2,Y
1579,2024-09-27 14:55:11.849144,user1,user2,28.0,bin2,N
1580,2024-09-27 14:55:11.922137,user1,user2,27.0,bin2,N
1581,2024-09-27 14:55:11.993292,user1,user2,10.0,bin2,N
1582,2024-09-27 14:55:12.078339,user1,user2,99.0,bin2,Y
1583,2024-09-27 14:55:12.178379,user1,user2,26.0,bin2,N
1584,2024-09-27 14:55:12.257184,user1,user2,48.0,bin2,N
1585,2024-09-27 14:55:12.332183,user1,user2,88.0,bin2,Y
1586,2024-09-27 14:55:12.403156,user1,user2,82.0,bin2,Y
1587,2024-09-27 14:55:12.474156,user1,user2,14.0,bin2,N
1588,2024-09-27 14:55:12.550379,user1,user2,10.0,bin2,N
1589,2024-09-27 14:55:12.619531,user1,user2,90.0,bin2,Y
1590,2024-09-27 14:55:12.784539,user1,user2,46.0,bin2,N
1591,2024-09-27 14:55:12.861567,user1,user2,41.0,bin2,N
1592,2024-09-27 14:55:12.931540,user1,user2,99.0,bin2,Y
1593,2024-09-27 14:55:13.007539,user1,user2,42.0,bin2,N
1594,2024-09-27 14:55:13.085538,user1,user2,54.0,bin2,N
1595,2024-09-27 14:55:13.159535,user1,user2,84.0,bin2,Y
1596,2024-09-27 14:55:13.230533,user1,user2,63.0,bin2,Y
1597,2024-09-27 14:55:13.303533,user1,user2,20.0,bin2,N
1598,2024-09-27 14:55:13.401788,user1,user2,82.0,bin2,Y
1599,2024-09-27 14:55:13.524020,user1,user2,7.0,bin2,N
1600,2024-09-27 14:55:13.619020,user1,user2,17.0,bin2,N
1601,2024-09-27 14:55:13.699353,user1,user2,33.0,bin2,N
1602,2024-09-27 14:55:13.771426,user1,user2,7.0,bin2,N
1603,2024-09-27 14:55:13.860427,user1,user2,55.0,bin2,N
1604,2024-09-27 14:55:13.928421,user1,user2,32.0,bin2,N
1605,2024-09-27 14:55:14.084487,user1,user2,84.0,bin2,Y
1606,2024-09-27 14:55:14.180917,user1,user2,43.0,bin2,N
1607,2024-09-27 14:55:14.264924,user1,user2,20.0,bin2,N
1608,2024-09-27 14:55:14.368083,user1,user2,46.0,bin2,N
1609,2024-09-27 14:55:14.485083,user1,user2,15.0,bin2,N
1610,2024-09-27 14:55:14.578082,user1,user2,62.0,bin2,Y
1611,2024-09-27 14:55:14.684215,user1,user2,25.0,bin2,N
1612,2024-09-27 14:55:14.773336,user1,user2,75.0,bin2,Y
1613,2024-09-27 14:55:14.855475,user1,user2,5.0,bin2,N
1614,2024-09-27 14:55:14.951950,user1,user2,14.0,bin2,N
1615,2024-09-27 14:55:15.021962,user1,user2,45.0,bin2,N
1616,2024-09-27 14:55:15.097949,user1,user2,12.0,bin2,N
1617,2024-09-27 14:55:15.177914,user1,user2,77.0,bin2,Y
1618,2024-09-27 14:55:15.249914,user1,user2,23.0,bin2,N
1619,2024-09-27 14:55:15.329968,user1,user2,26.0,bin2,N
1620,2024-09-27 14:55:15.405075,user1,user2,82.0,bin2,Y
1621,2024-09-27 14:55:15.490075,user1,user2,92.0,bin2,Y
1622,2024-09-27 14:55:15.573164,user1,user2,20.0,bin2,N
1623,2024-09-27 14:55:15.648291,user1,user2,95.0,bin2,Y
1624,2024-09-27 14:55:15.737662,user1,user2,79.0,bin2,Y
1625,2024-09-27 14:55:15.814725,user1,user2,4.0,bin2,N
1626,2024-09-27 14:55:15.894790,user1,user2,15.0,bin2,N
1627,2024-09-27 14:55:15.986789,user1,user2,84.0,bin2,Y
1628,2024-09-27 14:55:16.063791,user1,user2,30.0,bin2,N
1629,2024-09-27 14:55:16.150790,user1,user2,41.0,bin2,N
1630,2024-09-27 14:55:16.222824,user1,user2,11.0,bin2,N
1631,2024-09-27 14:55:16.293802,user1,user2,87.0,bin2,Y
1632,2024-09-27 14:55:16.371797,user1,user2,55.0,bin2,N
1633,2024-09-27 14:55:16.458789,user1,user2,14.0,bin2,N
1634,2024-09-27 14:55:16.542789,user1,user2,72.0,bin2,Y
1635,2024-09-27 14:55:16.613785,user1,user2,59.0,bin2,N
1636,2024-09-27 14:55:16.697799,user1,user2,56.0,bin2,N
1637,2024-09-27 14:55:16.767890,user1,user2,15.0,bin2,N
1638,2024-09-27 14:55:16.850206,user1,user2,87.0,bin2,Y
1639,2024-09-27 14:55:16.933275,user1,user2,53.0,bin2,N
1640,2024-09-27 14:55:17.011281,user1,user2,67.0,bin2,Y
1641,2024-09-27 14:55:17.091288,user1,user2,19.0,bin2,N
1642,2024-09-27 14:55:17.164851,user1,user2,90.0,bin2,Y
1643,2024-09-27 14:55:17.234839,user1,user2,17.0,bin2,N
1644,2024-09-27 14:55:17.320840,user1,user2,52.0,bin2,N
1645,2024-09-27 14:55:17.484136,user1,user2,98.0,bin2,Y
1646,2024-09-27 14:55:17.603133,user1,user2,7.0,bin2,N
1647,2024-09-27 14:55:17.684179,user1,user2,46.0,bin2,N
1648,2024-09-27 14:55:17.784176,user1,user2,30.0,bin2,N
1649,2024-09-27 14:55:17.857251,user1,user2,36.0,bin2,N
1650,2024-09-27 14:55:17.939255,user1,user2,39.0,bin2,N
1651,2024-09-27 14:55:18.014250,user1,user2,35.0,bin2,N
1652,2024-09-27 14:55:18.137253,user1,user2,68.0,bin2,Y
1653,2024-09-27 14:55:18.208203,user1,user2,19.0,bin2,N
1654,2024-09-27 14:55:18.286108,user1,user2,49.0,bin2,N
1655,2024-09-27 14:55:18.462478,user1,user2,86.0,bin2,Y
1656,2024-09-27 14:55:18.550160,user1,user2,91.0,bin2,Y
1657,2024-09-27 14:55:18.654158,user1,user2,82.0,bin2,Y
1658,2024-09-27 14:55:18.754396,user1,user2,20.0,bin2,N
1659,2024-09-27 14:55:18.847424,user1,user2,44.0,bin2,N
1660,2024-09-27 14:55:18.938439,user1,user2,77.0,bin2,Y
1661,2024-09-27 14:55:19.027831,user1,user2,9.0,bin2,N
1662,2024-09-27 14:55:19.121070,user1,user2,32.0,bin2,N
1663,2024-09-27 14:55:19.215745,user1,user2,27.0,bin2,N
1664,2024-09-27 14:55:19.300033,user1,user2,60.0,bin2,N
1665,2024-09-27 14:55:19.381482,user1,user2,79.0,bin2,Y
1666,2024-09-27 14:55:19.456309,user1,user2,44.0,bin2,N
1667,2024-09-27 14:55:19.532038,user1,user2,87.0,bin2,Y
1668,2024-09-27 14:55:19.613453,user1,user2,41.0,bin2,N
1669,2024-09-27 14:55:19.690152,user1,user2,27.0,bin2,N
1670,2024-09-27 14:55:19.774010,user1,user2,35.0,bin2,N
1671,2024-09-27 14:55:45.606582,user1,user2,12.0,bin2,N
1672,2024-09-27 14:55:45.795588,user1,user2,52.0,bin2,N
1673,2024-09-27 14:55:45.917588,user1,user2,86.0,bin2,Y
1674,2024-09-27 14:55:46.010707,user1,user2,37.0,bin2,N
1675,2024-09-27 14:55:46.102708,user1,user2,50.0,bin2,N
1676,2024-09-27 14:55:46.229303,user1,user2,77.0,bin2,Y
1677,2024-09-27 14:55:46.313298,user1,user2,82.0,bin2,Y
1678,2024-09-27 14:55:46.402303,user1,user2,80.0,bin2,Y
1679,2024-09-27 14:55:46.489292,user1,user2,92.0,bin2,Y
1680,2024-09-27 14:55:46.571287,user1,user2,67.0,bin2,Y
1681,2024-09-27 14:55:46.666560,user1,user2,82.0,bin2,Y
1682,2024-09-27 14:55:46.751653,user1,user2,98.0,bin2,Y
1683,2024-09-27 14:55:46.836656,user1,user2,51.0,bin2,N
1684,2024-09-27 14:55:46.918662,user1,user2,59.0,bin2,N
1685,2024-09-27 14:55:46.986656,user1,user2,73.0,bin2,Y
1686,2024-09-27 14:55:47.062768,user1,user2,56.0,bin2,N
1687,2024-09-27 14:55:47.147755,user1,user2,26.0,bin2,N
1688,2024-09-27 14:55:47.216754,user1,user2,21.0,bin2,N
1689,2024-09-27 14:55:47.281761,user1,user2,43.0,bin2,N
1690,2024-09-27 14:55:47.355034,user1,user2,93.0,bin2,Y
1691,2024-09-27 14:55:47.453191,user1,user2,94.0,bin2,Y
1692,2024-09-27 14:55:47.532343,user1,user2,35.0,bin2,N
1693,2024-09-27 14:55:47.601348,user1,user2,65.0,bin2,Y
1694,2024-09-27 14:55:47.669370,user1,user2,88.0,bin2,Y
1695,2024-09-27 14:55:47.743895,user1,user2,5.0,bin2,N
1696,2024-09-27 14:55:47.813091,user1,user2,72.0,bin2,Y
1697,2024-09-27 14:55:47.899211,user1,user2,20.0,bin2,N
1698,2024-09-27 14:55:47.972333,user1,user2,65.0,bin2,Y
1699,2024-09-27 14:55:48.039409,user1,user2,78.0,bin2,Y
1700,2024-09-27 14:55:48.099393,user1,user2,49.0,bin2,N
1701,2024-09-27 14:55:48.180394,user1,user2,45.0,bin2,N
1702,2024-09-27 14:55:48.310399,user1,user2,89.0,bin2,Y
1703,2024-09-27 14:55:48.385421,user1,user2,57.0,bin2,N
1704,2024-09-27 14:55:48.460806,user1,user2,14.0,bin2,N
1705,2024-09-27 14:55:48.532802,user1,user2,27.0,bin2,N
1706,2024-09-27 14:55:48.601450,user1,user2,32.0,bin2,N
1707,2024-09-27 14:55:48.680451,user1,user2,63.0,bin2,Y
1708,2024-09-27 14:55:48.759828,user1,user2,13.0,bin2,N
1709,2024-09-27 14:55:48.830018,user1,user2,71.0,bin2,Y
1710,2024-09-27 14:55:48.910239,user1,user2,41.0,bin2,N
1711,2024-09-27 14:55:48.973222,user1,user2,44.0,bin2,N
1712,2024-09-27 14:55:49.059527,user1,user2,55.0,bin2,N
1713,2024-09-27 14:55:49.130528,user1,user2,50.0,bin2,N
1714,2024-09-27 14:55:49.215143,user1,user2,54.0,bin2,N
1715,2024-09-27 14:55:49.294651,user1,user2,92.0,bin2,Y
1716,2024-09-27 14:55:49.395652,user1,user2,51.0,bin2,N
1717,2024-09-27 14:55:49.461951,user1,user2,64.0,bin2,Y
1718,2024-09-27 14:55:49.537071,user1,user2,85.0,bin2,Y
1719,2024-09-27 14:55:49.616333,user1,user2,42.0,bin2,N
1720,2024-09-27 14:55:49.712342,user1,user2,63.0,bin2,Y
1721,2024-09-27 14:55:49.796808,user1,user2,96.0,bin2,Y
1722,2024-09-27 14:55:49.961335,user1,user2,68.0,bin2,Y
1723,2024-09-27 14:55:50.053630,user1,user2,22.0,bin2,N
1724,2024-09-27 14:55:50.149908,user1,user2,43.0,bin2,N
1725,2024-09-27 14:55:50.257199,user1,user2,1.0,bin2,N
1726,2024-09-27 14:55:50.365737,user1,user2,63.0,bin2,Y
1727,2024-09-27 14:55:50.463639,user1,user2,30.0,bin2,N
1728,2024-09-27 14:55:50.554640,user1,user2,91.0,bin2,Y
1729,2024-09-27 14:55:50.664101,user1,user2,54.0,bin2,N
1730,2024-09-27 14:55:50.766163,user1,user2,71.0,bin2,Y
1731,2024-09-27 14:55:50.873063,user1,user2,87.0,bin2,Y
1732,2024-09-27 14:55:50.944904,user1,user2,51.0,bin2,N
1733,2024-09-27 14:55:51.019798,user1,user2,75.0,bin2,Y
1734,2024-09-27 14:55:51.110321,user1,user2,77.0,bin2,Y
1735,2024-09-27 14:55:51.191938,user1,user2,73.0,bin2,Y
1736,2024-09-27 14:55:51.271536,user1,user2,58.0,bin2,N
1737,2024-09-27 14:55:51.366979,user1,user2,75.0,bin2,Y
1738,2024-09-27 14:55:51.444217,user1,user2,47.0,bin2,N
1739,2024-09-27 14:55:51.559218,user1,user2,81.0,bin2,Y
1740,2024-09-27 14:55:51.641649,user1,user2,11.0,bin2,N
1741,2024-09-27 14:55:51.733291,user1,user2,55.0,bin2,N
1742,2024-09-27 14:55:51.819390,user1,user2,55.0,bin2,N
1743,2024-09-27 14:55:51.901093,user1,user2,53.0,bin2,N
1744,2024-09-27 14:55:51.978917,user1,user2,32.0,bin2,N
1745,2024-09-27 14:55:52.059735,user1,user2,32.0,bin2,N
1746,2024-09-27 14:55:52.130510,user1,user2,50.0,bin2,N
1747,2024-09-27 14:55:52.208234,user1,user2,78.0,bin2,Y
1748,2024-09-27 14:55:52.331029,user1,user2,1.0,bin2,N
1749,2024-09-27 14:55:52.405161,user1,user2,38.0,bin2,N
1750,2024-09-27 14:55:52.477289,user1,user2,51.0,bin2,N
1751,2024-09-27 14:55:52.568625,user1,user2,26.0,bin2,N
1752,2024-09-27 14:55:52.644575,user1,user2,41.0,bin2,N
1753,2024-09-27 14:55:52.719835,user1,user2,27.0,bin2,N
1754,2024-09-27 14:55:52.785849,user1,user2,10.0,bin2,N
1755,2024-09-27 14:55:52.879852,user1,user2,82.0,bin2,Y
1756,2024-09-27 14:55:52.965314,user1,user2,13.0,bin2,N
1757,2024-09-27 14:55:53.039951,user1,user2,42.0,bin2,N
1758,2024-09-27 14:55:53.116840,user1,user2,50.0,bin2,N
1759,2024-09-27 14:55:53.190472,user1,user2,98.0,bin2,Y
1760,2024-09-27 14:55:53.275164,user1,user2,77.0,bin2,Y
1761,2024-09-27 14:55:53.405533,user1,user2,43.0,bin2,N
1762,2024-09-27 14:55:53.481007,user1,user2,41.0,bin2,N
1763,2024-09-27 14:55:53.566609,user1,user2,67.0,bin2,Y
1764,2024-09-27 14:55:53.638718,user1,user2,49.0,bin2,N
1765,2024-09-27 14:55:53.720163,user1,user2,20.0,bin2,N
1766,2024-09-27 14:55:53.816599,user1,user2,46.0,bin2,N
1767,2024-09-27 14:55:53.898337,user1,user2,30.0,bin2,N
1768,2024-09-27 14:55:53.973469,user1,user2,65.0,bin2,Y
1769,2024-09-27 14:55:54.056130,user1,user2,43.0,bin2,N
1770,2024-09-27 14:55:54.167131,user1,user2,28.0,bin2,N
1771,2024-09-27 14:55:54.245434,user1,user2,3.0,bin2,N
1772,2024-09-27 14:55:54.393220,user1,user2,91.0,bin2,Y
1773,2024-09-27 14:55:54.500978,user1,user2,74.0,bin2,Y
1774,2024-09-27 14:55:54.588663,user1,user2,65.0,bin2,Y
1775,2024-09-27 14:55:54.685986,user1,user2,21.0,bin2,N
1776,2024-09-27 14:55:54.776137,user1,user2,81.0,bin2,Y
1777,2024-09-27 14:55:54.865543,user1,user2,75.0,bin2,Y
1778,2024-09-27 14:55:54.957119,user1,user2,99.0,bin2,Y
1779,2024-09-27 14:55:55.048197,user1,user2,26.0,bin2,N
1780,2024-09-27 14:55:55.139197,user1,user2,21.0,bin2,N
1781,2024-09-27 14:55:55.231196,user1,user2,33.0,bin2,N
1782,2024-09-27 14:55:55.329823,user1,user2,69.0,bin2,Y
1783,2024-09-27 14:55:55.405941,user1,user2,54.0,bin2,N
1784,2024-09-27 14:55:55.488654,user1,user2,17.0,bin2,N
1785,2024-09-27 14:56:19.269789,user1,user2,46.0,bin2,N
1786,2024-09-27 14:56:19.521205,user1,user2,85.0,bin2,Y
1787,2024-09-27 14:56:19.608536,user1,user2,50.0,bin2,N
1788,2024-09-27 14:56:19.702259,user1,user2,75.0,bin2,Y
1789,2024-09-27 14:56:19.798554,user1,user2,24.0,bin2,N
1790,2024-09-27 14:56:19.883563,user1,user2,69.0,bin2,Y
1791,2024-09-27 14:56:19.978668,user1,user2,43.0,bin2,N
1792,2024-09-27 14:56:20.081661,user1,user2,50.0,bin2,N
1793,2024-09-27 14:56:20.166746,user1,user2,27.0,bin2,N
1794,2024-09-27 14:56:20.256323,user1,user2,13.0,bin2,N
1795,2024-09-27 14:56:20.348723,user1,user2,93.0,bin2,Y
1796,2024-09-27 14:56:20.420725,user1,user2,47.0,bin2,N
1797,2024-09-27 14:56:20.496728,user1,user2,91.0,bin2,Y
1798,2024-09-27 14:56:20.570730,user1,user2,14.0,bin2,N
1799,2024-09-27 14:56:20.664724,user1,user2,82.0,bin2,Y
1800,2024-09-27 14:56:20.745096,user1,user2,25.0,bin2,N
1801,2024-09-27 14:56:20.817682,user1,user2,8.0,bin2,N
1802,2024-09-27 14:56:20.884723,user1,user2,84.0,bin2,Y
1803,2024-09-27 14:56:20.964806,user1,user2,63.0,bin2,Y
1804,2024-09-27 14:56:21.037810,user1,user2,26.0,bin2,N
1805,2024-09-27 14:56:21.119977,user1,user2,92.0,bin2,Y
1806,2024-09-27 14:56:21.222139,user1,user2,38.0,bin2,N
1807,2024-09-27 14:56:21.309908,user1,user2,40.0,bin2,N
1808,2024-09-27 14:56:21.389693,user1,user2,72.0,bin2,Y
1809,2024-09-27 14:56:21.463832,user1,user2,95.0,bin2,Y
1810,2024-09-27 14:56:21.545917,user1,user2,19.0,bin2,N
1811,2024-09-27 14:56:21.627967,user1,user2,26.0,bin2,N
1812,2024-09-27 14:56:21.703965,user1,user2,88.0,bin2,Y
1813,2024-09-27 14:56:21.774862,user1,user2,95.0,bin2,Y
1814,2024-09-27 14:56:21.847861,user1,user2,79.0,bin2,Y
1815,2024-09-27 14:56:21.926082,user1,user2,72.0,bin2,Y
1816,2024-09-27 14:56:22.017177,user1,user2,51.0,bin2,N
1817,2024-09-27 14:56:22.090556,user1,user2,39.0,bin2,N
1818,2024-09-27 14:56:22.162320,user1,user2,80.0,bin2,Y
1819,2024-09-27 14:56:22.254680,user1,user2,18.0,bin2,N
1820,2024-09-27 14:56:22.331757,user1,user2,77.0,bin2,Y
1821,2024-09-27 14:56:22.403838,user1,user2,60.0,bin2,N
1822,2024-09-27 14:56:22.485940,user1,user2,68.0,bin2,Y
1823,2024-09-27 14:56:22.560177,user1,user2,75.0,bin2,Y
1824,2024-09-27 14:56:22.633164,user1,user2,48.0,bin2,N
1825,2024-09-27 14:56:22.711166,user1,user2,29.0,bin2,N
1826,2024-09-27 14:56:22.780164,user1,user2,60.0,bin2,N
1827,2024-09-27 14:56:22.849266,user1,user2,14.0,bin2,N
1828,2024-09-27 14:56:22.939422,user1,user2,99.0,bin2,Y
1829,2024-09-27 14:56:23.017480,user1,user2,43.0,bin2,N
1830,2024-09-27 14:56:23.097483,user1,user2,67.0,bin2,Y
1831,2024-09-27 14:56:23.166481,user1,user2,39.0,bin2,N
1832,2024-09-27 14:56:23.252333,user1,user2,9.0,bin2,N
1833,2024-09-27 14:56:23.323328,user1,user2,48.0,bin2,N
1834,2024-09-27 14:56:23.404343,user1,user2,59.0,bin2,N
1835,2024-09-27 14:56:23.478921,user1,user2,93.0,bin2,Y
1836,2024-09-27 14:56:23.657421,user1,user2,5.0,bin2,N
1837,2024-09-27 14:56:23.749474,user1,user2,96.0,bin2,Y
1838,2024-09-27 14:56:23.846478,user1,user2,31.0,bin2,N
1839,2024-09-27 14:56:23.941227,user1,user2,43.0,bin2,N
1840,2024-09-27 14:56:24.036362,user1,user2,15.0,bin2,N
1841,2024-09-27 14:56:24.142683,user1,user2,95.0,bin2,Y
1842,2024-09-27 14:56:24.243784,user1,user2,61.0,bin2,Y
1843,2024-09-27 14:56:24.343642,user1,user2,49.0,bin2,N
1844,2024-09-27 14:56:24.444654,user1,user2,87.0,bin2,Y
1845,2024-09-27 14:56:24.543649,user1,user2,18.0,bin2,N
1846,2024-09-27 14:56:24.630712,user1,user2,26.0,bin2,N
1847,2024-09-27 14:56:24.701766,user1,user2,86.0,bin2,Y
1848,2024-09-27 14:56:24.797560,user1,user2,55.0,bin2,N
1849,2024-09-27 14:56:24.881188,user1,user2,60.0,bin2,N
1850,2024-09-27 14:56:24.953192,user1,user2,83.0,bin2,Y
1851,2024-09-27 14:56:25.030187,user1,user2,27.0,bin2,N
1852,2024-09-27 14:56:25.123189,user1,user2,77.0,bin2,Y
1853,2024-09-27 14:56:25.193310,user1,user2,17.0,bin2,N
1854,2024-09-27 14:56:25.271150,user1,user2,92.0,bin2,Y
1855,2024-09-27 14:56:25.433333,user1,user2,82.0,bin2,Y
1856,2024-09-27 14:56:25.577227,user1,user2,63.0,bin2,Y
1857,2024-09-27 14:56:25.661220,user1,user2,61.0,bin2,Y
1858,2024-09-27 14:56:25.751905,user1,user2,96.0,bin2,Y
1859,2024-09-27 14:56:25.851391,user1,user2,29.0,bin2,N
1860,2024-09-27 14:56:44.120535,user1,user2,15.0,bin2,N
1861,2024-09-27 14:56:44.295990,user1,user2,63.0,bin2,Y
1862,2024-09-27 14:56:44.388967,user1,user2,80.0,bin2,Y
1863,2024-09-27 14:56:44.484956,user1,user2,15.0,bin2,N
1864,2024-09-27 14:56:44.597261,user1,user2,12.0,bin2,N
1865,2024-09-27 14:56:44.702262,user1,user2,82.0,bin2,Y
1866,2024-09-27 14:56:44.809041,user1,user2,34.0,bin2,N
1867,2024-09-27 14:56:44.920663,user1,user2,93.0,bin2,Y
1868,2024-09-27 14:56:45.024689,user1,user2,30.0,bin2,N
1869,2024-09-27 14:56:45.120848,user1,user2,18.0,bin2,N
1870,2024-09-27 14:56:45.217619,user1,user2,4.0,bin2,N
1871,2024-09-27 14:56:45.303731,user1,user2,32.0,bin2,N
1872,2024-09-27 14:56:45.381738,user1,user2,70.0,bin2,Y
1873,2024-09-27 14:56:45.467739,user1,user2,8.0,bin2,N
1874,2024-09-27 14:56:45.551491,user1,user2,86.0,bin2,Y
1875,2024-09-27 14:56:45.642503,user1,user2,25.0,bin2,N
1876,2024-09-27 14:56:45.724525,user1,user2,24.0,bin2,N
1877,2024-09-27 14:56:45.804197,user1,user2,45.0,bin2,N
1878,2024-09-27 14:56:45.893192,user1,user2,37.0,bin2,N
1879,2024-09-27 14:56:45.976201,user1,user2,48.0,bin2,N
1880,2024-09-27 14:56:46.059191,user1,user2,58.0,bin2,N
1881,2024-09-27 14:56:46.139034,user1,user2,95.0,bin2,Y
1882,2024-09-27 14:56:46.243025,user1,user2,64.0,bin2,Y
1883,2024-09-27 14:56:46.325438,user1,user2,61.0,bin2,Y
1884,2024-09-27 14:56:46.413530,user1,user2,73.0,bin2,Y
1885,2024-09-27 14:56:46.496509,user1,user2,35.0,bin2,N
1886,2024-09-27 14:56:46.574839,user1,user2,64.0,bin2,Y
1887,2024-09-27 14:56:46.653896,user1,user2,18.0,bin2,N
1888,2024-09-27 14:56:46.730981,user1,user2,16.0,bin2,N
1889,2024-09-27 14:56:46.803475,user1,user2,74.0,bin2,Y
1890,2024-09-27 14:56:46.887461,user1,user2,74.0,bin2,Y
1891,2024-09-27 14:56:46.965591,user1,user2,26.0,bin2,N
1892,2024-09-27 14:56:47.043467,user1,user2,1.0,bin2,N
1893,2024-09-27 14:56:47.128468,user1,user2,16.0,bin2,N
1894,2024-09-27 14:56:47.221473,user1,user2,8.0,bin2,N
1895,2024-09-27 14:56:47.305859,user1,user2,50.0,bin2,N
1896,2024-09-27 14:56:47.386853,user1,user2,52.0,bin2,N
1897,2024-09-27 14:56:47.544865,user1,user2,32.0,bin2,N
1898,2024-09-27 14:56:47.626020,user1,user2,25.0,bin2,N
1899,2024-09-27 14:56:47.716510,user1,user2,25.0,bin2,N
1900,2024-09-27 14:56:47.803508,user1,user2,34.0,bin2,N
1901,2024-09-27 14:56:47.884708,user1,user2,73.0,bin2,Y
1902,2024-09-27 14:56:47.955821,user1,user2,3.0,bin2,N
1903,2024-09-27 14:56:48.037985,user1,user2,51.0,bin2,N
1904,2024-09-27 14:56:48.111106,user1,user2,82.0,bin2,Y
1905,2024-09-27 14:56:48.207169,user1,user2,48.0,bin2,N
1906,2024-09-27 14:56:48.286229,user1,user2,49.0,bin2,N
1907,2024-09-27 14:56:48.370457,user1,user2,2.0,bin2,N
1908,2024-09-27 14:56:48.461456,user1,user2,10.0,bin2,N
1909,2024-09-27 14:56:48.543984,user1,user2,96.0,bin2,Y
1910,2024-09-27 14:56:48.631032,user1,user2,84.0,bin2,Y
1911,2024-09-27 14:56:48.836064,user1,user2,61.0,bin2,Y
1912,2024-09-27 14:56:48.932134,user1,user2,94.0,bin2,Y
1913,2024-09-27 14:56:49.029215,user1,user2,25.0,bin2,N
1914,2024-09-27 14:56:49.123374,user1,user2,9.0,bin2,N
1915,2024-09-27 14:56:49.228373,user1,user2,65.0,bin2,Y
1916,2024-09-27 14:56:49.325479,user1,user2,28.0,bin2,N
1917,2024-09-27 14:56:49.436491,user1,user2,71.0,bin2,Y
1918,2024-09-27 14:56:49.548607,user1,user2,9.0,bin2,N
1919,2024-09-27 14:56:49.666915,user1,user2,13.0,bin2,N
1920,2024-09-27 14:56:49.751910,user1,user2,93.0,bin2,Y
1921,2024-09-27 14:56:49.841017,user1,user2,63.0,bin2,Y
1922,2024-09-27 14:56:49.925121,user1,user2,60.0,bin2,N
1923,2024-09-27 14:56:50.007135,user1,user2,8.0,bin2,N
1924,2024-09-27 14:56:50.087125,user1,user2,30.0,bin2,N
1925,2024-09-27 14:56:50.180507,user1,user2,94.0,bin2,Y
1926,2024-09-27 14:56:50.252512,user1,user2,6.0,bin2,N
1927,2024-09-27 14:56:50.348541,user1,user2,14.0,bin2,N
1928,2024-09-27 14:56:50.430512,user1,user2,3.0,bin2,N
1929,2024-09-27 14:56:50.533103,user1,user2,68.0,bin2,Y
1930,2024-09-27 14:56:50.614344,user1,user2,54.0,bin2,N
1931,2024-09-27 14:56:50.695498,user1,user2,97.0,bin2,Y
1932,2024-09-27 14:56:50.773500,user1,user2,28.0,bin2,N
1933,2024-09-27 14:56:50.863283,user1,user2,20.0,bin2,N
1934,2024-09-27 14:56:50.955572,user1,user2,23.0,bin2,N
